name,rating,about,cuisines,preferences,features,entitas_lokasi,entitas_jenis_makanan,entitas_menu,entitas_preferensi,entitas_features
Begadang Bar & Restaurant,5.0,"All day breakfast, coffee, sandwiches, burgers, pasta, Asian, healthy food, Heineken draft beer, wine, cocktails. Tropical garden setting with swimming pool, outdoor cinema, darts arena, games and more! Free delivery available all over Gili Air! Open daily 9:00am - 10pm.","['European', 'Grill', 'Healthy', 'Gastropub']","['burger', 'rosemary chips', 'great stay', 'breakfast or lunch', 'pool', 'hostel', 'indonesia', 'beach']","['BYOB', 'Cash Only', 'Delivery', 'Dog Friendly', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']",Pemenang,['Western'],['Grill'],"['burger', 'rosemary chips', 'great stay', 'breakfast or lunch', 'pool', 'hostel', 'indonesia', 'beach']","['BYOB', 'Cash Only', 'Delivery', 'Dog Friendly', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']"
Quah Elegant Italian,4.5,"Elegant Italian Dining on the beach. Our culinary Chef, Vittorio Negri, is dedicated to creating fresh and creative food concepts to inspire food lovers and exhilarate the culinary senses.",['Italian'],[],"['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']",Senggigi,['Western'],[],[],"['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']"
The Banyan Tree,4.5,"Serving high vibe vegetarian delights on Gili Trawangan. From healthy treats to delicious cakes, vegan & raw food, gluten free options, slow pressed juices and coffee. All home made in our kitchen with love.","['Cafe', 'Healthy']","['cakes', 'gili t', 'vegetarian food', 'love this place', 'great coffee', 'take away', 'amazing place', 'lunch and dinner', 'bowl', 'island', 'beach', 'wrap', 'latte', 'tissa']","['Accepts Credit Cards', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Table Service', 'Takeout', 'Waterfront']",Pemenang,['Western'],[],"['cakes', 'gili t', 'vegetarian food', 'love this place', 'great coffee', 'take away', 'amazing place', 'lunch and dinner', 'bowl', 'island', 'beach', 'wrap', 'latte', 'tissa']","['Accepts Credit Cards', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Table Service', 'Takeout', 'Waterfront']"
Quali Asian Dining,4.5,"Quali restaurant specializes in popular Asian and Indonesian dishes and is set in relaxed, outdoor surroundings with views of the sea and Bali's Mt Gunung Agung.","['Asian', 'Indonesian']","['salad', 'rendang', 'qunci villas', 'last night', 'every meal', 'happy hour', 'quality of food', 'beautiful place', 'cooking class', 'our night stay', 'extensive menu', 'wine list', 'lombok', 'beach', 'ambience', 'hotel', 'asia', 'grounds', 'bbq']","['Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']",Senggigi,['Asian'],[],"['salad', 'rendang', 'qunci villas', 'last night', 'every meal', 'happy hour', 'quality of food', 'beautiful place', 'cooking class', 'our night stay', 'extensive menu', 'wine list', 'lombok', 'beach', 'ambience', 'hotel', 'asia', 'grounds', 'bbq']","['Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Visa', 'Waterfront', 'Wine and Beer']"
Gili Bliss Gili Air,4.5,"Gili's first Healthy Juice Bar.We have Goodness Juices, Bliss Bowls,Smoothies (all No ice no sugar) and we also open Cafe with all day breakfast/Brunch from 8am-5pm.Come and enjoy our Bliss food&drink on our cozy small place with our sweet beautiful friendly girls Power gang will give you best service as we can and sweet smiles ;). N A M A S T E","['Cafe', 'Healthy']","['brunch', 'pancakes', 'mango', 'during our stay', 'island', 'bowl', 'avocado']","['Cash Only', 'Free off-street parking', 'Free Wifi', 'Gift Cards Available', 'Non-smoking restaurants', 'Outdoor Seating', 'Playgrounds', 'Seating', 'Table Service', 'Takeout']",Gili Air,['Western'],[],"['brunch', 'pancakes', 'mango', 'during our stay', 'island', 'bowl', 'avocado']","['Cash Only', 'Free off-street parking', 'Free Wifi', 'Gift Cards Available', 'Non-smoking restaurants', 'Outdoor Seating', 'Playgrounds', 'Seating', 'Table Service', 'Takeout']"
Ashtari - Slow Food / Yoga / Loft,4.5,"Spoiled with epic views over South Lombok coastline, Ashtari is a must see majestic Spanish styled “Masia”. After Joining the Slow Food revolution, its restaurant & lounge now features a menu rich in local ingredients, exploring a Fusion Kitchen from different Asian cuisines, from Indonesia to India, and also some Western Influences. When the sun hits the horizon it evolves into a bustling scene with delicious curries & wine, craft beers and more unique sharing dishes. From sunrise to sunset, you can practice yoga surrounded by nature, follow cooking classes and appreciate the rich organic items of the vegetable garden. You can even stay overnight and experience the Loft, a 100sqm comfortable seafront apartment with a 18sqm private terrace. Ashtari, Lombok famous icon since 2006.","['Indian', 'Bar', 'Fusion', 'Healthy', 'Indonesian']","['indonesia', 'beach', 'fruity']","['Accepts Credit Cards', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Validated Parking', 'Visa', 'Wine and Beer']",Kuta,['Asian'],[],"['indonesia', 'beach', 'fruity']","['Accepts Credit Cards', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Validated Parking', 'Visa', 'Wine and Beer']"
The Roast House,4.5,"We are open! New location is on Jalan Nautilus, next to Gili Golf Open daily from 12noon to 10pm See you there Roast House groupies!","['American', 'Bar']","['roast chicken', 'burger', 'fries', 'gili t', 'island', 'indonesia']","['Cash Only', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Western'],[],"['roast chicken', 'burger', 'fries', 'gili t', 'island', 'indonesia']","['Cash Only', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Sapori,4.5,Delivery,"['Italian', 'Pizza', 'Cafe', 'Mediterranean', 'Neapolitan', 'Campania', 'Southern-Italian']","['tiramisu', 'pizza', 'tagliatelle', 'italian food', 'the owner', 'thin crust', 'lombok', 'sabor', 'cheese', 'ingredients', 'luca', 'oil', 'siciliana']","['Delivery', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Reservations', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Kuta,['Western'],['Pizza'],"['tiramisu', 'pizza', 'tagliatelle', 'italian food', 'the owner', 'thin crust', 'lombok', 'sabor', 'cheese', 'ingredients', 'luca', 'oil', 'siciliana']","['Delivery', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Reservations', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Italo Pizza Cafe & Mart,4.5,Restoran Italia,"['Italian', 'Pizza']","['pizza', 'gili t', 'good vibes', 'service was great', 'taste', 'indonesia', 'island', 'yum', 'starters']","['Accepts Credit Cards', 'Beach', 'Delivery', 'Free off-street parking', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wine and Beer']",Gili Trawangan,['Western'],['Pizza'],"['pizza', 'gili t', 'good vibes', 'service was great', 'taste', 'indonesia', 'island', 'yum', 'starters']","['Accepts Credit Cards', 'Beach', 'Delivery', 'Free off-street parking', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wine and Beer']"
Jizzy Warung,5.0,"happy relax family warung, beautiful dishes, tasteful food, in a quiet surrounding. Ask for the rendang, it will blow your mind!!","['Asian', 'Indonesian']","['chicken curry', 'delicious food', 'gili', 'warung', 'island']","['Seating', 'Table Service', 'Takeout']",Gili Meno,['Asian'],[],"['chicken curry', 'delicious food', 'gili', 'warung', 'island']","['Seating', 'Table Service', 'Takeout']"
Kayu Cafe,4.0,"Our beach front cafe on Gili Trawangan offers healthy food and juices in a stylish air-conditioned setting. Coffees, cold pressed juices, freshly baked breads and cakes are our specialty. Enjoy a coffee and cake with a view from our second floor balcony or our antique beach front terrace. Indulge in our scrumptious all day menu that also includes Asian-fusion choices, and a selection of tapas to enjoy whilst looking out upon the beautiful beaches of Gili Trawangan.","['Cafe', 'Healthy']","['cakes', 'pasta', 'gili t', 'great coffee', 'great cafe', 'island', 'vegan']","['Accepts Credit Cards', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Table Service', 'Takeout', 'Waterfront']",Gili Trawangan,['Western'],[],"['cakes', 'pasta', 'gili t', 'great coffee', 'great cafe', 'island', 'vegan']","['Accepts Credit Cards', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Table Service', 'Takeout', 'Waterfront']"
Warung Paradiso,4.0,"Restaurant on the beach. No reservation required. Fishing boats bring fresh caught fish daily straight off the beach. Indonesian and international dishes. Fresh juices, soft drinks and ice cold beer.","['International', 'Barbecue', 'Asian', 'Indonesian']",[],"['Beach', 'Cash Only', 'Free off-street parking', 'Outdoor Seating', 'Parking Available', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront', 'Wine and Beer']",Lombok,"['Asian', 'Western']",['Barbecue'],[],"['Beach', 'Cash Only', 'Free off-street parking', 'Outdoor Seating', 'Parking Available', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront', 'Wine and Beer']"
Olah - Olah Restaurant,4.5,Accepts Credit Cards,"['International', 'Asian', 'Indonesian']","['duck', 'steak', 'ate here', 'during our stay', 'executive chef', 'amazing food', 'hotel restaurant', 'fresh food', 'romantic dinner', 'bbq night', 'room service', 'an amazing dinner', 'lombok', 'beach', 'sudamala', 'sunset', 'villa', 'presentation']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Senggigi,['Asian'],[],"['duck', 'steak', 'ate here', 'during our stay', 'executive chef', 'amazing food', 'hotel restaurant', 'fresh food', 'romantic dinner', 'bbq night', 'room service', 'an amazing dinner', 'lombok', 'beach', 'sudamala', 'sunset', 'villa', 'presentation']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Coco Beach,4.5,Outdoor Seating,"['Seafood', 'Barbecue', 'Asian', 'Indonesian']",[],"['Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Senggigi,"['Asian', 'Western']","['Seafood', 'Barbecue']",[],"['Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
The Sasak Bistro & Bar,4.5,"Breeze Bar & Resto has been changed to The Sasak Bar & Resto. Located In Gili Trawangan, Nusa Tenggara Barat, The Sasak Bar & Resto has become one stop place for food and your lifestyle.","['Bar', 'International']","['gili t', 'every night', 'island', 'vibes', 'sangria', 'meyer']","['Full Bar', 'Live Music', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Gili Trawangan,['Other'],[],"['gili t', 'every night', 'island', 'vibes', 'sangria', 'meyer']","['Full Bar', 'Live Music', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Lotus Bayview Restaurant,4.0,Accepts Credit Cards,"['Italian', 'Pizza', 'Seafood', 'European']","['pasta', 'italian food', 'senggigi beach', 'watch the sunset', 'lombok', 'sand', 'sea', 'hawkers', 'bintang', 'dough']","['Accepts Credit Cards', 'Free Wifi', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront']",Senggigi,['Western'],"['Pizza', 'Seafood']","['pasta', 'italian food', 'senggigi beach', 'watch the sunset', 'lombok', 'sand', 'sea', 'hawkers', 'bintang', 'dough']","['Accepts Credit Cards', 'Free Wifi', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront']"
Oasi Italian Pizza & Bungalows,4.5,Near to Wiwin Cafe,"['Italian', 'Pizza', 'European']",[],"['Delivery', 'Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Western'],['Pizza'],[],"['Delivery', 'Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
The Other Place Restaurant,4.5,"Our restaurant is located on the hill.100% made with natural materials from the ground till the roff(bamboo wood and grass roof) with full sea view, small breeze and an amazing sunset.perfect place to relax with nice music","['French', 'International', 'European', 'Fusion', 'Indonesian']",[],"['American Express', 'Digital Payments', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Visa', 'Wine and Beer']",Kuta,"['Asian', 'Western']",[],[],"['American Express', 'Digital Payments', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Visa', 'Wine and Beer']"
La Chill Bar & Restaurant Senggigi Lombok,4.0,"La Chill Bar & Restaurant - A Cool Beach Bar located Beach Front Transit Inn, Batu Bolong, Senggigi, Lombok. Open Everyday from 4pm~12pm for Late Lunch & Dinner or a Late Night Snack Plus Live Music. La Chill Bar has stunning Sunset Views on the Beach, so Relax on Beanbags or Dine in our Undercover Restaurant. Enjoy Delicious Food, Cold Drinks & Shisha. Our menu includes : Seafood, Imported Steak, Grilled Chicken, Gourmet Pizzas, Sensational Burgers Local Favourites and More. Our Cocktails featuring local favorites like the Mojito & Espresso Martini along our Signature Watermelon Smash. Our well stocked bar also includes Mocktails, Milkshakes, Lassies & Fresh Juices, Great Coffee, Cappuccino, Latte Iced Mocha etc. Imported & regional Wine, Champagne, Icy Cold Beer - Heineken, Guinness, Bintang & Radler. Albens Cider, Smirnoff Ice and more. La Chill Bar prides itself on using only quality Imported Spirits for your safety. Happy Hours Everyday 4pm -7pm.","['Bar', 'Seafood', 'International', 'Indonesian']","['pizza', 'watch the sunset', 'beautiful sunset', 'live band', 'lombok', 'beach', 'mocktails']","['Accepts Credit Cards', 'Beach', 'Delivery', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']",Senggigi,['Asian'],['Seafood'],"['pizza', 'watch the sunset', 'beautiful sunset', 'live band', 'lombok', 'beach', 'mocktails']","['Accepts Credit Cards', 'Beach', 'Delivery', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']"
Warung Monkey Forest,5.0,Seating,"['American', 'International', 'European', 'Asian', 'Wine Bar']",[],"['Seating', 'Table Service', 'Takeout']",Lombok,"['Asian', 'Western']",[],[],"['Seating', 'Table Service', 'Takeout']"
Oktavia Warung,5.0,"Oktavia warung is a restaurant under rinjani mountain who will serve you with the best local food, bloody tasty, the taste is a Quality for us so we always care about the healthy food and fresh from the garden","['Asian', 'Indonesian']",[],"['Seating', 'Table Service', 'Takeout']",Lombok,['Asian'],[],[],"['Seating', 'Table Service', 'Takeout']"
Warung Bambu Gili Air,4.5,Seating,"['Asian', 'Indonesian']",[],"['Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Pemenang,['Asian'],[],[],"['Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Warung Jaman Now,4.5,"A good food,a good portion ,a good place and cheap food in the islands.","['Asian', 'Indonesian']","['pad thai', 'chicken katsu', 'spring rolls', 'gili', 'island', 'bowl']","['Buffet', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']",Pemenang,['Asian'],[],"['pad thai', 'chicken katsu', 'spring rolls', 'gili', 'island', 'bowl']","['Buffet', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']"
Enjoy Gili Cafe & Resto,5.0,"Here, there are not strangers..... Just friends we have't met before!
Come and feel like at home.
Our goals are fill your stomach and make you smile!","['Bar', 'Cafe', 'Fast Food', 'Asian', 'Indonesian', 'Afghan']","['curry', 'soup', 'mie goreng', 'rice', 'gili t', 'warung']","['Seating', 'Serves Alcohol', 'Table Service']",Pemenang,"['Asian', 'Western']",[],"['curry', 'soup', 'mie goreng', 'rice', 'gili t', 'warung']","['Seating', 'Serves Alcohol', 'Table Service']"
Balè Tajuk Cafè,4.5,Cash Only,"['Asian', 'Indonesian']","['indonesian food', 'complimentary fresh fruit', 'lombok']","['Cash Only', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Senggigi,['Asian'],[],"['indonesian food', 'complimentary fresh fruit', 'lombok']","['Cash Only', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Yessy Cafe,4.0,Free Wifi,"['European', 'Asian']","['beef rendang', 'indonesian food', 'local dishes', 'great seafood', 'large fish', 'lombok', 'vegetables']","['Free Wifi', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Senggigi,"['Asian', 'Western']",[],"['beef rendang', 'indonesian food', 'local dishes', 'great seafood', 'large fish', 'lombok', 'vegetables']","['Free Wifi', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Scallywags Beach Club,4.0,"Scallywags Beach Club is the perfect place to spend the day. We offer a large range of fresh, organic items that are shipped from our suppliers in Lombok and Bali daily. From 6pm each night Scallywags offers the original & best BBQ on Gili Air, with complimentary salad bar. Our trained bartenders can also whip you up a fantastic fresh cocktail to enjoy while soaking up the view of Lombok and mount Rinjani. As well as being a restaurant customers are also able to rent a sun lounger and spend the day swimming on the best stretch of beach on Gili Air. Sun loungers are only Rp 50,000 per person and include the lounger, a fresh towel and access to our fresh water shower.","['Bar', 'Seafood', 'Barbecue', 'Asian', 'Indonesian']","['fajitas', 'salad bar', 'other places', 'gili t', 'beach', 'bbq', 'island', 'sunbeds', 'sea', 'swim', 'shower']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible']",Pemenang,"['Asian', 'Western']","['Seafood', 'Barbecue']","['fajitas', 'salad bar', 'other places', 'gili t', 'beach', 'bbq', 'island', 'sunbeds', 'sea', 'swim', 'shower']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Waterfront', 'Wheelchair Accessible']"
Warung Sasak Cafe,4.5,Buffet,"['Seafood', 'Grill', 'Healthy', 'Indonesian']","['beef', 'shrimp', 'amazing food', 'mangsit beach', 'olah olah', 'low season', 'lovely meal', 'warung']","['Buffet', 'Cash Only', 'Family style', 'Free off-street parking', 'Live Music', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Senggigi,['Asian'],"['Seafood', 'Grill']","['beef', 'shrimp', 'amazing food', 'mangsit beach', 'olah olah', 'low season', 'lovely meal', 'warung']","['Buffet', 'Cash Only', 'Family style', 'Free off-street parking', 'Live Music', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Rifka Cafe Rinjani,5.0,Accepts Credit Cards,"['International', 'Asian', 'Indonesian']",[],"['Accepts Credit Cards', 'Gift Cards Available', 'Seating', 'Table Service']",Lombok,['Asian'],[],[],"['Accepts Credit Cards', 'Gift Cards Available', 'Seating', 'Table Service']"
Tempatku Restaurant,4.5,Serving a selection of local Indonesian and International food for lunch and dinner Thursday to Sunday.,"['Seafood', 'International', 'Asian', 'Indonesian']",[],"['Cash Only', 'Free off-street parking', 'Free Wifi', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Senggigi,['Asian'],['Seafood'],[],"['Cash Only', 'Free off-street parking', 'Free Wifi', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Laut Biru Bar & Restaurant,4.5,"Perfectly situated on the pristine Selong Belanak Beach in Lombok Island, come and experience the true essence of beachside dining. Enjoy our lively bar, comfortable indoor and outdoor dining areas, a beachfront deck, and the opportunity to dine with your feet in the sand. Immerse yourself in the enchantment of it all and live the best tropical island experience.","['International', 'Asian', 'Indonesian']","['beautiful beach', 'ate here', 'nice restaurant', 'great coffee', 'lombok', 'paradise', 'resort', 'scooter']","['Accepts Credit Cards', 'Beach', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']",Lombok,['Asian'],[],"['beautiful beach', 'ate here', 'nice restaurant', 'great coffee', 'lombok', 'paradise', 'resort', 'scooter']","['Accepts Credit Cards', 'Beach', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']"
Ya Ya Warung,4.0,Outdoor Seating,"['Asian', 'Indonesian']","['rice', 'island', 'gili', 'warung', 'beach', 'lombok', 'boat', 'turtles']","['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Pemenang,['Asian'],[],"['rice', 'island', 'gili', 'warung', 'beach', 'lombok', 'boat', 'turtles']","['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
Warung Mexicana x Crepes,4.5,"Local Warung (Restaurant) that serves wraps, burritos, falafels and traditional Indonesian food that can be made vegetarian or vegan. They also serve fresh fruit juices and crepes (traditional and vegan). Food can be made to eat at the restaurant, take away, or delivery in Gili Air.","['Mexican', 'Fusion', 'Indonesian']","['wraps', 'burrito', 'spicy']","['Seating', 'Table Service', 'Takeout']",Pemenang,['Asian'],[],"['wraps', 'burrito', 'spicy']","['Seating', 'Table Service', 'Takeout']"
Captain Coconuts Gili,4.5,"Captain Coconuts café offers a range of healthy wholefood café style dishes that focuses on fresh produce and quality dining experience. Overlooking lush green coconut groves and natural pool & deck, our variety of cold juices and wholesome smoothies completes the refreshing menu. Turn right at Gili Lumbung and Salabose on the west beach.","['Cafe', 'Healthy']",[],"['Free off-street parking', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Wine and Beer']",Pemenang,['Western'],[],[],"['Free off-street parking', 'Free Wifi', 'Mastercard', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Wine and Beer']"
Rollpin,5.0,"ROLLPIN. Casual Smart Dine Kinfolk style casual dining concept offering a-home-a-Like Restaurant where acquintance meet, who Built on the Principles of eco-conciousness with the Art Dining combining both Stylish and green nature Surroundings. ROLLPIN Casual Dine.","['Chinese', 'European', 'Asian', 'Indonesian']",['limited menu'],"['Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Table Service', 'Takeout']",Mataram,"['Asian', 'Western']",[],['limited menu'],"['Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Table Service', 'Takeout']"
TERRA - Plant Based Food,5.0,"Terra restaurant serves innovative, inspiring and 100% plant based food in the heart of Kuta Lombok. All food is vegan & gluten free. A place indeed where you can nourish your body, mind and soul, and learn through a new culinary experience. Our kitchen is run by passionate Japanese Chef Mamiko Eda, an Ashtanga Yoga lover, with over 10 years experience in vegan and cooked food. The venue will be divided into three different atmospheres. On the first floor, with the street entrance, we will find the takeaway section or healing station; where it will be served breakfast, juices and healthy drinks, as well as a buffet of salads and cakes. The restaurant will be located on the top floor with an indoor and outdoor area. On the same level, we will find the AC lounge area for reading and work, with sofas and bookshelves full of books about nutrition, health, yoga and other subjects. The lounge will be a comfortable sitting area and the cosy corner of the venue.","['Cafe', 'Healthy']","['salad', 'vegan ice cream', 'juice', 'vegetarian', 'homemade']","['Buffet', 'Delivery', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Table Service', 'Takeout']",Kuta,['Western'],[],"['salad', 'vegan ice cream', 'juice', 'vegetarian', 'homemade']","['Buffet', 'Delivery', 'Free Wifi', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Table Service', 'Takeout']"
La Cala Beach Club Gili,4.5,"Welcome to LA CALA beach club, located on the stunning shores of Gili Island in Indonesia. Our beachside restaurant offers a unique and authentic dining experience, serving up fresh and delicious seafood, grilled meats, salads, and sandwiches all day long. Our bar boasts a wide selection of cocktails, including non-alcoholic options, and a variety of other refreshing drinks, perfect for sipping while taking in the breathtaking views of the turquoise waters and white sand. Our beach club is a truly unique destination that transforms throughout the day, offering something special for every hour. Come and experience the unique and ethnic atmosphere of our beach club, where every hour of the day offers a new and exciting experience","['Cafe', 'International', 'Barbecue', 'Dining bars']","['seafood platter', 'mahi mahi', 'amazing food', 'good vibes', 'service was great', 'beach', 'bbq', 'island', 'gili', 'ambience', 'appetizers', 'bowl']","['Full Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']",Gili trawangan,['Western'],['Barbecue'],"['seafood platter', 'mahi mahi', 'amazing food', 'good vibes', 'service was great', 'beach', 'bbq', 'island', 'gili', 'ambience', 'appetizers', 'bowl']","['Full Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']"
